Periodo,FechaNotificacion,UsuarioID,Rol,Actividad,TipoNotificacion,DiasAntes,MinutosAntes,HorasDespues,EstadoNotificacion,RespuestaRecibida,TiempoRespuesta,ExitoEntrega,Efectividad
2023-2,2023-07-27,9365,Estudiante,Examen Parcial,Seguimiento,7,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-07-31,7580,Docente,Cuarta Práctica Calificada,Asistencia,5,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-03-16,8103,Estudiante,Examen Final,Preparación,7,0,0,Enviada,1,5,Éxito,Baja
2024-1,2024-01-13,119,Docente,Cuarta Práctica Calificada,Preparación,5,0,0,Enviada,1,17,Éxito,Alta
2023-1,2023-03-26,11843,Docente,Cuarta Práctica Calificada,Asistencia,1,0,0,Enviada,1,25,Éxito,Baja
2022-1,2022-06-24,1576,Docente,Examen Final,Justificación,7,0,0,Enviada,1,12,Éxito,Alta
2022-2,2022-12-26,7021,Docente,Cierre de Ciclo,Seguimiento,1,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-01-29,12220,Estudiante,Examen Parcial,Recordatorio,5,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-06-07,12392,Docente,Segunda Práctica Calificada,Justificación,3,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-05-22,11648,Docente,Inicio de Ciclo,Asistencia,2,15,0,Enviada,0,0,Éxito,Nula
2023-1,2023-04-11,7154,Docente,Examen Parcial,Asistencia,7,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-11-29,2559,Docente,Examen Parcial,Preparación,7,0,0,Enviada,1,16,Éxito,Alta
2022-2,2022-08-07,7239,Estudiante,Examen Sustitutorio,Asistencia,0,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-11-20,9793,Docente,Examen Final,Recordatorio,7,0,0,Enviada,1,5,Éxito,Media
2022-2,2022-08-05,12947,Estudiante,Inicio de Ciclo,Recordatorio,0,10,0,Enviada,0,0,Éxito,Nula
2020-1,2020-06-15,12399,Docente,Inicio de Ciclo,Seguimiento,0,0,0,Enviada,1,20,Éxito,Alta
2020-2,2020-09-10,11946,Estudiante,Cierre de Ciclo,Asistencia,0,15,0,Enviada,0,0,Éxito,Nula
2024-1,2024-03-02,2904,Docente,Examen Final,Justificación,3,0,0,Enviada,1,5,Éxito,Baja
2024-1,2024-01-14,8105,Docente,Primera Práctica Calificada,Recordatorio,5,0,0,Enviada,1,20,Éxito,Media
2024-1,2024-04-10,6625,Docente,Cuarta Práctica Calificada,Preparación,3,0,0,Enviada,1,21,Éxito,Baja
2021-1,2021-06-07,9173,Estudiante,Examen Parcial,Asistencia,3,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-07-02,6491,Estudiante,Cierre de Ciclo,Justificación,2,0,0,Enviada,1,26,Éxito,Media
2021-1,2021-06-18,4683,Docente,Examen Parcial,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-02-06,10330,Estudiante,Examen Final,Asistencia,5,0,0,Enviada,1,6,Éxito,Media
2022-2,2022-11-08,6580,Estudiante,Examen Final,Seguimiento,5,0,0,Enviada,1,3,Éxito,Baja
2021-1,2021-04-07,1463,Estudiante,Inicio de Ciclo,Justificación,0,15,2,Enviada,1,27,Éxito,Media
2022-2,2022-10-12,10581,Docente,Cuarta Práctica Calificada,Seguimiento,3,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-04-26,3762,Docente,Segunda Práctica Calificada,Justificación,5,0,0,Enviada,1,22,Éxito,Alta
2023-1,2023-04-25,3604,Docente,Cuarta Práctica Calificada,Asistencia,3,0,0,Enviada,1,30,Éxito,Baja
2020-2,2020-07-02,317,Docente,Examen Parcial,Asistencia,5,0,0,Fallida,0,0,Fallo,Nula
2021-2,2021-08-19,9667,Docente,Examen Parcial,Justificación,7,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-12-12,4617,Estudiante,Segunda Práctica Calificada,Justificación,1,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-03-28,6990,Estudiante,Cuarta Práctica Calificada,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-04-06,3196,Docente,Segunda Práctica Calificada,Preparación,1,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-03-30,9023,Docente,Primera Práctica Calificada,Recordatorio,5,0,0,Enviada,1,20,Éxito,Baja
2022-2,2022-11-15,2920,Estudiante,Primera Práctica Calificada,Justificación,5,0,0,Enviada,1,17,Éxito,Alta
2024-1,2024-01-23,7885,Docente,Cuarta Práctica Calificada,Recordatorio,1,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-03-20,734,Docente,Examen Final,Asistencia,7,0,0,Enviada,1,4,Éxito,Media
2022-1,2022-06-18,7452,Docente,Primera Práctica Calificada,Seguimiento,3,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-05-19,11562,Docente,Examen Parcial,Asistencia,5,0,0,Enviada,1,19,Éxito,Baja
2022-1,2022-04-12,8600,Docente,Segunda Práctica Calificada,Preparación,3,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-09-12,8834,Docente,Segunda Práctica Calificada,Asistencia,1,0,0,Enviada,1,8,Éxito,Media
2020-2,2020-07-15,11128,Estudiante,Cuarta Práctica Calificada,Justificación,3,0,0,Enviada,1,21,Éxito,Baja
2020-2,2020-12-07,12123,Docente,Examen Parcial,Recordatorio,7,0,0,Enviada,1,10,Éxito,Media
2021-2,2021-07-14,1585,Docente,Primera Práctica Calificada,Preparación,3,0,0,Enviada,1,5,Éxito,Media
2020-1,2020-02-04,12140,Docente,Examen Sustitutorio,Justificación,2,0,0,Enviada,1,20,Éxito,Media
2021-2,2021-12-07,4884,Docente,Tercera Práctica Calificada,Preparación,1,0,0,Enviada,1,7,Éxito,Alta
2020-1,2020-01-28,4599,Estudiante,Primera Práctica Calificada,Asistencia,1,0,0,Fallida,0,0,Fallo,Nula
2023-1,2023-05-19,4021,Docente,Tercera Práctica Calificada,Justificación,3,0,0,Enviada,1,27,Éxito,Alta
2024-1,2024-06-01,9044,Estudiante,Primera Práctica Calificada,Preparación,1,0,0,Fallida,0,0,Fallo,Nula
2022-2,2022-09-16,4287,Docente,Examen Final,Justificación,3,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-09-22,11000,Docente,Examen Final,Preparación,7,0,0,Enviada,1,9,Éxito,Baja
2023-1,2023-03-19,1007,Docente,Examen Final,Seguimiento,5,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-12-07,11428,Estudiante,Examen Parcial,Seguimiento,7,0,0,Enviada,1,15,Éxito,Alta
2022-1,2022-01-13,7432,Estudiante,Primera Práctica Calificada,Recordatorio,5,0,0,Enviada,1,10,Éxito,Media
2022-2,2022-08-24,3722,Docente,Inicio de Ciclo,Recordatorio,1,10,0,Enviada,0,0,Éxito,Nula
2020-2,2020-07-26,3997,Docente,Segunda Práctica Calificada,Asistencia,3,0,0,Enviada,1,16,Éxito,Alta
2022-2,2022-08-13,5651,Estudiante,Examen Sustitutorio,Asistencia,0,0,0,Enviada,1,6,Éxito,Media
2023-1,2023-03-29,12885,Estudiante,Primera Práctica Calificada,Recordatorio,5,0,0,Fallida,0,0,Fallo,Nula
2020-1,2020-01-06,6398,Docente,Segunda Práctica Calificada,Seguimiento,3,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-01-07,9615,Docente,Cierre de Ciclo,Preparación,1,15,0,Enviada,1,12,Éxito,Baja
2023-1,2023-06-02,10658,Docente,Inicio de Ciclo,Justificación,2,15,0,Enviada,1,16,Éxito,Baja
2022-2,2022-07-01,12227,Estudiante,Inicio de Ciclo,Seguimiento,1,10,0,Fallida,0,0,Fallo,Nula
2022-2,2022-11-08,10151,Estudiante,Tercera Práctica Calificada,Preparación,3,0,0,Enviada,1,26,Éxito,Alta
2023-1,2023-02-13,7373,Docente,Examen Final,Recordatorio,3,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-06-07,1527,Estudiante,Inicio de Ciclo,Recordatorio,1,10,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-02-21,7419,Estudiante,Cuarta Práctica Calificada,Justificación,1,0,0,Enviada,1,19,Éxito,Media
2021-1,2021-04-03,12107,Docente,Examen Sustitutorio,Seguimiento,2,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-02-20,10102,Estudiante,Inicio de Ciclo,Justificación,2,15,0,Enviada,1,3,Éxito,Media
2020-1,2020-02-06,2863,Docente,Cuarta Práctica Calificada,Asistencia,3,0,0,Enviada,1,19,Éxito,Baja
2024-1,2024-01-29,4183,Docente,Cuarta Práctica Calificada,Seguimiento,3,0,0,Fallida,0,0,Fallo,Nula
2023-1,2023-03-20,1733,Docente,Inicio de Ciclo,Seguimiento,0,10,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-05-10,9191,Estudiante,Segunda Práctica Calificada,Asistencia,1,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-08-03,1070,Docente,Cierre de Ciclo,Asistencia,2,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-08-09,6584,Docente,Examen Sustitutorio,Asistencia,1,0,0,Enviada,1,25,Éxito,Baja
2021-2,2021-10-04,7297,Docente,Primera Práctica Calificada,Recordatorio,3,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-02-20,7376,Docente,Segunda Práctica Calificada,Asistencia,5,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-03-14,1253,Docente,Examen Sustitutorio,Asistencia,2,0,0,Fallida,0,0,Fallo,Nula
2020-2,2020-08-20,2434,Estudiante,Segunda Práctica Calificada,Preparación,1,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-09-19,11039,Docente,Cierre de Ciclo,Recordatorio,0,15,0,Enviada,0,0,Éxito,Nula
2020-2,2020-11-01,1580,Docente,Examen Final,Asistencia,3,0,0,Enviada,1,5,Éxito,Baja
2021-1,2021-01-12,5484,Docente,Examen Final,Seguimiento,5,0,0,Enviada,1,24,Éxito,Media
2023-1,2023-02-06,4331,Estudiante,Cuarta Práctica Calificada,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-01-29,2378,Docente,Cierre de Ciclo,Justificación,2,10,0,Fallida,0,0,Fallo,Nula
2020-1,2020-02-15,9329,Docente,Examen Parcial,Recordatorio,3,0,0,Enviada,1,3,Éxito,Baja
2021-1,2021-05-14,339,Docente,Cuarta Práctica Calificada,Asistencia,3,0,0,Enviada,1,20,Éxito,Media
2022-2,2022-07-30,4740,Docente,Cuarta Práctica Calificada,Justificación,3,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-06-15,7185,Estudiante,Examen Sustitutorio,Preparación,0,0,0,Fallida,0,0,Fallo,Nula
2021-1,2021-03-30,7457,Docente,Inicio de Ciclo,Asistencia,2,10,0,Enviada,1,11,Éxito,Alta
2024-1,2024-05-17,8806,Estudiante,Cuarta Práctica Calificada,Preparación,5,0,0,Enviada,1,30,Éxito,Media
2022-1,2022-03-11,11767,Estudiante,Primera Práctica Calificada,Recordatorio,5,0,0,Fallida,0,0,Fallo,Nula
2021-2,2021-12-26,8244,Estudiante,Cuarta Práctica Calificada,Asistencia,3,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-11-11,7892,Docente,Primera Práctica Calificada,Preparación,1,0,0,Enviada,1,26,Éxito,Media
2022-2,2022-08-29,4377,Estudiante,Inicio de Ciclo,Seguimiento,2,10,0,Enviada,1,15,Éxito,Alta
2020-2,2020-09-28,1528,Docente,Segunda Práctica Calificada,Justificación,5,0,0,Enviada,1,25,Éxito,Media
2023-2,2023-10-12,2215,Docente,Primera Práctica Calificada,Recordatorio,1,0,0,Enviada,1,19,Éxito,Media
2021-2,2021-10-08,4896,Docente,Cuarta Práctica Calificada,Recordatorio,1,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-06-16,9226,Estudiante,Segunda Práctica Calificada,Seguimiento,5,0,0,Fallida,0,0,Fallo,Nula
2024-1,2024-03-01,7213,Docente,Inicio de Ciclo,Recordatorio,0,15,0,Enviada,0,0,Éxito,Nula
2020-2,2020-09-02,5921,Docente,Examen Parcial,Justificación,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-03-10,9312,Docente,Cuarta Práctica Calificada,Recordatorio,3,0,0,Enviada,1,9,Éxito,Media
2024-1,2024-03-04,11582,Estudiante,Cierre de Ciclo,Recordatorio,1,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-05-24,12311,Estudiante,Examen Final,Recordatorio,5,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-09-05,10142,Estudiante,Tercera Práctica Calificada,Preparación,1,0,0,Enviada,1,27,Éxito,Alta
2020-2,2020-09-27,1941,Estudiante,Examen Sustitutorio,Preparación,2,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-04-16,3656,Docente,Examen Final,Preparación,7,0,0,Enviada,1,29,Éxito,Baja
2020-2,2020-09-09,9761,Docente,Examen Final,Preparación,7,0,0,Enviada,1,19,Éxito,Baja
2022-1,2022-06-06,12274,Estudiante,Examen Sustitutorio,Preparación,2,0,0,Enviada,1,30,Éxito,Media
2023-1,2023-06-05,9406,Docente,Primera Práctica Calificada,Preparación,3,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-02-23,612,Docente,Examen Parcial,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-09-30,2590,Estudiante,Cierre de Ciclo,Recordatorio,1,0,0,Fallida,0,0,Fallo,Nula
2023-1,2023-05-14,8003,Docente,Inicio de Ciclo,Recordatorio,1,15,0,Fallida,0,0,Fallo,Nula
2024-1,2024-01-30,4960,Estudiante,Cierre de Ciclo,Justificación,2,15,0,Enviada,1,11,Éxito,Alta
2022-2,2022-10-28,4464,Docente,Cierre de Ciclo,Preparación,0,0,0,Enviada,1,13,Éxito,Media
2024-1,2024-01-24,3249,Docente,Examen Parcial,Asistencia,5,0,0,Enviada,1,30,Éxito,Media
2021-2,2021-10-15,6867,Estudiante,Examen Parcial,Preparación,5,0,0,Fallida,0,0,Fallo,Nula
2021-2,2021-08-28,1350,Estudiante,Examen Final,Justificación,3,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-07-21,8485,Docente,Cuarta Práctica Calificada,Recordatorio,5,0,0,Enviada,1,4,Éxito,Baja
2021-2,2021-07-13,2921,Estudiante,Cierre de Ciclo,Justificación,1,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-05-25,6511,Docente,Examen Sustitutorio,Seguimiento,1,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-11-07,7389,Estudiante,Segunda Práctica Calificada,Asistencia,3,0,0,Enviada,1,20,Éxito,Media
2023-2,2023-07-05,6938,Docente,Inicio de Ciclo,Seguimiento,2,15,0,Enviada,1,27,Éxito,Media
2020-1,2020-04-13,606,Estudiante,Examen Final,Recordatorio,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-01-15,10539,Docente,Cierre de Ciclo,Preparación,2,0,0,Fallida,0,0,Fallo,Nula
2023-2,2023-09-02,3584,Estudiante,Examen Final,Preparación,5,0,0,Enviada,1,12,Éxito,Alta
2022-2,2022-12-19,3619,Estudiante,Examen Parcial,Preparación,7,0,0,Enviada,1,20,Éxito,Baja
2023-2,2023-07-26,3329,Docente,Examen Final,Recordatorio,3,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-08-26,4762,Estudiante,Cuarta Práctica Calificada,Justificación,3,0,0,Enviada,1,5,Éxito,Baja
2020-2,2020-08-08,5816,Estudiante,Primera Práctica Calificada,Preparación,5,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-12-08,10375,Estudiante,Primera Práctica Calificada,Justificación,3,0,0,Fallida,0,0,Fallo,Nula
2020-1,2020-04-04,11512,Estudiante,Tercera Práctica Calificada,Justificación,1,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-06-21,11469,Docente,Examen Parcial,Justificación,7,0,0,Enviada,1,6,Éxito,Alta
2021-1,2021-01-24,4853,Docente,Examen Final,Preparación,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-01-30,6151,Estudiante,Examen Sustitutorio,Preparación,0,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-07-10,3265,Docente,Examen Parcial,Preparación,5,0,0,Enviada,1,22,Éxito,Baja
2023-1,2023-05-21,11641,Estudiante,Cuarta Práctica Calificada,Seguimiento,5,0,0,Enviada,1,24,Éxito,Alta
2023-2,2023-07-07,7315,Docente,Examen Final,Recordatorio,3,0,0,Enviada,1,27,Éxito,Baja
2021-1,2021-04-05,7442,Docente,Segunda Práctica Calificada,Recordatorio,3,0,0,Enviada,1,24,Éxito,Baja
2024-1,2024-05-12,9467,Estudiante,Cuarta Práctica Calificada,Seguimiento,3,0,0,Fallida,0,0,Fallo,Nula
2023-2,2023-12-09,4027,Estudiante,Examen Sustitutorio,Preparación,0,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-11-11,1136,Estudiante,Segunda Práctica Calificada,Preparación,3,0,0,Enviada,1,11,Éxito,Alta
2021-2,2021-08-13,5830,Estudiante,Examen Final,Asistencia,5,0,0,Enviada,1,5,Éxito,Alta
2020-2,2020-10-24,7834,Docente,Cuarta Práctica Calificada,Justificación,1,0,0,Enviada,1,2,Éxito,Media
2021-1,2021-06-05,3043,Docente,Segunda Práctica Calificada,Preparación,3,0,0,Enviada,1,3,Éxito,Media
2023-1,2023-04-25,10246,Estudiante,Cierre de Ciclo,Recordatorio,2,10,0,Enviada,1,24,Éxito,Media
2024-1,2024-04-07,8013,Docente,Cuarta Práctica Calificada,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-07-12,8526,Docente,Tercera Práctica Calificada,Justificación,3,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-03-31,7267,Estudiante,Segunda Práctica Calificada,Seguimiento,5,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-07-20,4743,Estudiante,Examen Sustitutorio,Asistencia,1,0,0,Enviada,1,22,Éxito,Media
2021-2,2021-12-28,6529,Estudiante,Examen Sustitutorio,Justificación,0,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-08-13,5632,Docente,Primera Práctica Calificada,Justificación,5,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-06-06,4609,Estudiante,Examen Final,Justificación,7,0,0,Enviada,1,24,Éxito,Baja
2022-2,2022-09-21,7924,Docente,Examen Parcial,Asistencia,7,0,0,Enviada,1,3,Éxito,Baja
2023-1,2023-01-01,7665,Estudiante,Cuarta Práctica Calificada,Asistencia,5,0,0,Enviada,1,25,Éxito,Baja
2023-2,2023-08-26,7363,Estudiante,Primera Práctica Calificada,Recordatorio,5,0,0,Enviada,1,17,Éxito,Alta
2020-1,2020-03-31,12390,Docente,Examen Parcial,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-11-30,7382,Docente,Primera Práctica Calificada,Recordatorio,5,0,0,Enviada,1,14,Éxito,Media
2022-2,2022-10-31,742,Docente,Cuarta Práctica Calificada,Preparación,1,0,0,Enviada,1,29,Éxito,Baja
2023-2,2023-07-17,12910,Docente,Cierre de Ciclo,Asistencia,2,0,0,Enviada,1,23,Éxito,Alta
2021-1,2021-05-09,3270,Docente,Examen Sustitutorio,Justificación,2,0,0,Enviada,1,27,Éxito,Alta
2022-2,2022-11-23,30,Docente,Inicio de Ciclo,Preparación,1,10,0,Fallida,0,0,Fallo,Nula
2020-2,2020-10-13,7299,Docente,Examen Parcial,Preparación,7,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-08-08,10401,Docente,Inicio de Ciclo,Asistencia,2,0,0,Enviada,1,14,Éxito,Baja
2023-1,2023-01-22,5011,Estudiante,Examen Parcial,Asistencia,7,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-02-18,7156,Estudiante,Tercera Práctica Calificada,Justificación,3,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-04-07,6251,Estudiante,Inicio de Ciclo,Justificación,2,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-12-10,5752,Docente,Cierre de Ciclo,Preparación,0,10,0,Enviada,1,1,Éxito,Media
2023-2,2023-12-17,12589,Docente,Primera Práctica Calificada,Preparación,3,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-05-05,6324,Estudiante,Cuarta Práctica Calificada,Justificación,3,0,0,Enviada,1,13,Éxito,Baja
2020-1,2020-02-01,2606,Estudiante,Inicio de Ciclo,Seguimiento,2,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-01-15,3358,Docente,Segunda Práctica Calificada,Justificación,5,0,0,Fallida,0,0,Fallo,Nula
2021-2,2021-07-21,3576,Docente,Cierre de Ciclo,Asistencia,0,15,0,Enviada,1,7,Éxito,Alta
2023-1,2023-06-09,11756,Docente,Cuarta Práctica Calificada,Asistencia,3,0,0,Enviada,1,11,Éxito,Alta
2023-2,2023-07-11,9274,Estudiante,Examen Sustitutorio,Preparación,1,0,0,Enviada,1,22,Éxito,Alta
2021-2,2021-08-28,9048,Docente,Primera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,4,Éxito,Alta
2023-2,2023-11-24,8139,Estudiante,Segunda Práctica Calificada,Asistencia,3,0,0,Enviada,1,18,Éxito,Media
2021-2,2021-09-09,8401,Docente,Segunda Práctica Calificada,Recordatorio,1,0,0,Enviada,1,6,Éxito,Alta
2021-1,2021-03-06,8522,Estudiante,Segunda Práctica Calificada,Recordatorio,3,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-11-13,10757,Docente,Cierre de Ciclo,Seguimiento,0,10,0,Enviada,1,30,Éxito,Alta
2020-1,2020-04-29,3237,Estudiante,Cuarta Práctica Calificada,Justificación,1,0,0,Enviada,1,27,Éxito,Media
2022-2,2022-07-30,10158,Docente,Inicio de Ciclo,Asistencia,2,10,0,Fallida,0,0,Fallo,Nula
2021-1,2021-06-15,8315,Docente,Examen Final,Asistencia,7,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-11-15,7225,Docente,Tercera Práctica Calificada,Recordatorio,5,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-08-16,5769,Estudiante,Examen Final,Justificación,5,0,0,Enviada,1,19,Éxito,Baja
2022-2,2022-07-12,7045,Estudiante,Primera Práctica Calificada,Recordatorio,3,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-06-24,10406,Estudiante,Inicio de Ciclo,Preparación,2,0,0,Fallida,0,0,Fallo,Nula
2022-2,2022-10-07,303,Estudiante,Segunda Práctica Calificada,Justificación,1,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-02-08,11454,Docente,Cierre de Ciclo,Preparación,2,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-01-05,805,Estudiante,Examen Final,Recordatorio,5,0,0,Enviada,1,24,Éxito,Baja
2023-1,2023-04-12,11451,Docente,Cuarta Práctica Calificada,Justificación,3,0,0,Enviada,1,6,Éxito,Media
2023-1,2023-04-13,9030,Docente,Examen Final,Recordatorio,5,0,0,Enviada,1,16,Éxito,Baja
2022-1,2022-02-10,10546,Docente,Tercera Práctica Calificada,Preparación,1,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-06-20,8691,Docente,Tercera Práctica Calificada,Asistencia,5,0,0,Enviada,1,4,Éxito,Baja
2020-2,2020-10-24,5993,Docente,Examen Final,Justificación,7,0,0,Enviada,1,30,Éxito,Alta
2023-2,2023-12-11,12232,Estudiante,Examen Final,Preparación,5,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-06-06,11139,Estudiante,Segunda Práctica Calificada,Recordatorio,1,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-12-12,6662,Docente,Examen Final,Recordatorio,7,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-10-21,9756,Estudiante,Primera Práctica Calificada,Recordatorio,3,0,0,Enviada,1,30,Éxito,Baja
2021-1,2021-02-13,12198,Docente,Examen Sustitutorio,Justificación,1,0,0,Enviada,1,3,Éxito,Media
2023-2,2023-12-03,5820,Estudiante,Tercera Práctica Calificada,Preparación,5,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-11-04,1509,Docente,Inicio de Ciclo,Justificación,1,10,0,Enviada,0,0,Éxito,Nula
2021-2,2021-08-01,6050,Docente,Examen Parcial,Seguimiento,7,0,0,Enviada,1,20,Éxito,Media
2020-2,2020-10-29,7677,Estudiante,Examen Parcial,Seguimiento,5,0,0,Enviada,1,14,Éxito,Media
2023-1,2023-01-20,4653,Estudiante,Examen Parcial,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-06-08,10422,Docente,Inicio de Ciclo,Preparación,1,0,0,Enviada,1,12,Éxito,Alta
2023-1,2023-03-19,10801,Estudiante,Primera Práctica Calificada,Recordatorio,3,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-05-12,6951,Docente,Tercera Práctica Calificada,Preparación,1,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-06-04,4258,Docente,Cuarta Práctica Calificada,Preparación,1,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-03-03,789,Docente,Primera Práctica Calificada,Recordatorio,3,0,0,Enviada,1,25,Éxito,Alta
2020-2,2020-12-07,2732,Estudiante,Inicio de Ciclo,Preparación,0,0,2,Enviada,1,6,Éxito,Baja
2020-2,2020-10-09,10178,Estudiante,Examen Sustitutorio,Preparación,1,0,0,Enviada,1,29,Éxito,Baja
2021-2,2021-09-12,134,Docente,Examen Final,Asistencia,3,0,0,Enviada,1,1,Éxito,Media
2024-1,2024-06-08,8865,Estudiante,Segunda Práctica Calificada,Recordatorio,5,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-08-08,7291,Estudiante,Examen Sustitutorio,Seguimiento,0,0,0,Enviada,1,9,Éxito,Alta
2020-2,2020-07-03,12714,Docente,Cierre de Ciclo,Recordatorio,1,10,0,Enviada,0,0,Éxito,Nula
2021-1,2021-01-04,3620,Docente,Tercera Práctica Calificada,Justificación,5,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-04-24,7931,Estudiante,Examen Sustitutorio,Preparación,2,0,0,Enviada,1,28,Éxito,Baja
2023-1,2023-03-30,8585,Estudiante,Cierre de Ciclo,Asistencia,1,10,0,Fallida,0,0,Fallo,Nula
2021-1,2021-04-12,5021,Estudiante,Tercera Práctica Calificada,Justificación,3,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-11-17,2851,Docente,Cuarta Práctica Calificada,Seguimiento,3,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-01-14,3143,Docente,Examen Final,Asistencia,7,0,0,Enviada,1,11,Éxito,Media
2022-2,2022-12-18,7588,Estudiante,Tercera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,28,Éxito,Media
2023-2,2023-09-15,3540,Estudiante,Tercera Práctica Calificada,Preparación,5,0,0,Enviada,1,3,Éxito,Media
2024-1,2024-04-21,5641,Docente,Tercera Práctica Calificada,Asistencia,1,0,0,Enviada,1,11,Éxito,Baja
2024-1,2024-03-20,360,Docente,Inicio de Ciclo,Justificación,1,15,0,Enviada,1,9,Éxito,Media
2020-1,2020-06-22,10664,Docente,Inicio de Ciclo,Justificación,1,15,0,Enviada,1,27,Éxito,Baja
2020-2,2020-10-12,11552,Estudiante,Tercera Práctica Calificada,Asistencia,5,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-04-03,131,Estudiante,Primera Práctica Calificada,Preparación,3,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-02-20,12015,Estudiante,Cuarta Práctica Calificada,Seguimiento,1,0,0,Enviada,1,29,Éxito,Baja
